"enrol_id","foe_code","eftsl","student_contribution","commonwealth_contribution","tuition_amount","enrol_unit"
"88127","020119","0.125","1118.50","1864.38","2982.88",1
"88128","020199","0.125","1118.50","1864.38","2982.88",1
"88129","010199","0.125","555.63","1864.38","2420.00",1
"88130","010301","0.125","1118.50","2286.50","3405.00",1
"88131","010905","0.125","1118.50","2286.50","3405.00",1
"88132","080315","0.125","2040.38","154.50","2194.88",1
"88133","010101","0.125","555.63","1864.38","2420.00",1
"88134","010999","0.125","1118.50","2286.50","3405.00",1
"88135","020103","0.125","1118.50","1864.38","2982.88",1
"88136","050901","0.125","1118.50","2286.50","3405.00",1
"88137","010703","0.125","1118.50","2286.50","3405.00",1
"88138","010911","0.125","1118.50","2286.50","3405.00",1
"88139","010999","0.125","1118.50","2286.50","3405.00",1
"88140","010999","0.125","1118.50","2286.50","3405.00",1
"88141","010911","0.250","2237.00","4573.00","6810.00",2
"88142","010911","0.125","1118.50","2286.50","3405.00",1
"88143","010915","0.125","1118.50","2286.50","3405.00",1
"88144","010911","0.125","1118.50","2286.50","3405.00",1
"88145","100700","0.250","4080.75","309.00","4389.75",2
"88146","100700","0.125","2040.38","154.50","2194.88",1
"88147","100700","0.125","2040.38","154.50","2194.88",1
"88148","019999","0.250","2237.00","4573.00","6810.00",2
"88149","100700","0.625","10201.88","772.50","10974.38",5
"88150","061307","0.125","1118.50","1864.38","2982.88",1
"88151","100700","0.250","4080.75","309.00","4389.75",2
"88152","100705","0.250","4080.75","309.00","4389.75",2
"88153","100700","0.500","8161.50","618.00","8779.50",4
"88154","100700","0.125","2040.38","154.50","2194.88",1
"88155","100700","0.250","4080.75","309.00","4389.75",2
"88156","100700","0.125","2040.38","154.50","2194.88",1
"88157","090300","0.250","4080.75","309.00","4389.75",2
"88158","100799","0.250","4080.75","309.00","4389.75",2
"88159","100799","0.375","6121.13","463.50","6584.63",3
"88160","090103","0.125","2040.38","154.50","2194.88",1
"88161","100799","0.125","2040.38","154.50","2194.88",1
"88162","010911","0.125","1118.50","2286.50","3405.00",1
"88163","010911","0.250","2237.00","4573.00","6810.00",2
"88164","010911","0.250","2237.00","4573.00","6810.00",2
"88165","010911","0.125","1118.50","2286.50","3405.00",1
"88166","019999","0.375","3355.50","6859.50","10215.00",3
"88167","010301","0.125","1118.50","2286.50","3405.00",1
"88168","010301","0.750","6711.00","13719.00","20430.00",6
"88169","019901","0.750","6711.00","13719.00","20430.00",6
"88170","019901","0.750","6711.00","13719.00","20430.00",6
"88171","010301","0.625","5592.50","11432.50","17025.00",5
"88172","010103","0.875","3889.38","13050.63","16940.00",7
"88173","019901","0.750","6711.00","13719.00","20430.00",6
"88174","010301","0.125","1118.50","2286.50","3405.00",1
"88175","010301","0.375","3355.50","6859.50","10215.00",3
"88176","010301","0.625","5592.50","11432.50","17025.00",5
"88177","010913","0.750","6711.00","13719.00","20430.00",6
"88178","010301","0.375","3355.50","6859.50","10215.00",3
"88179","010303","0.250","2237.00","4573.00","6810.00",2
"88180","010301","0.250","2237.00","4573.00","6810.00",2
"88181","010301","0.375","3355.50","6859.50","10215.00",3
"88182","010301","0.500","4474.00","9146.00","13620.00",4
"88183","010303","0.625","5592.50","11432.50","17025.00",5
"88184","010301","0.375","3355.50","6859.50","10215.00",3
"88185","010303","0.125","1118.50","2286.50","3405.00",1
"88187","010101","0.125","555.63","1864.38","2420.00",1
"88188","010301","0.375","3355.50","6859.50","10215.00",3
"88189","020119","0.500","4474.00","7457.50","11931.50",4
"88190","020300","0.875","7829.50","13050.63","20880.13",7
"88191","020103","0.250","2237.00","3728.75","5965.75",2
"88192","010301","0.125","1118.50","2286.50","3405.00",1
"88193","019901","0.875","7829.50","16005.50","23835.00",7
"88194","010300","0.625","5592.50","11432.50","17025.00",5
"88195","020105","1.000","8948.00","14915.00","23863.00",8
"88196","100700","0.125","2040.38","154.50","2194.88",1
"88197","010101","0.125","555.63","1864.38","2420.00",1
"88198","010301","1.500","13422.00","27438.00","40860.00",12
"88199","010301","1.875","16777.50","34297.50","51075.00",15
"88200","010301","1.625","14540.50","29724.50","44265.00",13
"88201","019901","1.125","10066.50","20578.50","30645.00",9
"88202","019901","0.625","5592.50","11432.50","17025.00",5
"88203","010301","0.250","2237.00","4573.00","6810.00",2
"88204","010301","0.125","1118.50","2286.50","3405.00",1
"88205","010301","2.000","17896.00","36584.00","54480.00",16
"88206","010300","0.375","3355.50","6859.50","10215.00",3
"88207","010911","1.250","11185.00","22865.00","34050.00",10
"88208","010911","1.250","11185.00","22865.00","34050.00",10
"88209","010911","2.000","17896.00","36584.00","54480.00",16
"88210","010103","1.500","6667.50","22372.50","29040.00",12
"88211","010911","2.000","17896.00","36584.00","54480.00",16
"88212","010911","0.125","1118.50","2286.50","3405.00",1
"88213","010911","2.000","17896.00","36584.00","54480.00",16
"88214","010911","2.000","17896.00","36584.00","54480.00",16
"88215","019909","0.125","1118.50","2286.50","3405.00",1
"88216","010911","0.125","1118.50","2286.50","3405.00",1
"88217","010911","1.500","13422.00","27438.00","40860.00",12
"88218","010911","1.625","14540.50","29724.50","44265.00",13
"88219","010911","0.125","1118.50","2286.50","3405.00",1
"88220","010911","0.125","1118.50","2286.50","3405.00",1
"88221","010911","0.125","1118.50","2286.50","3405.00",1
"88222","061311","0.125","1118.50","1864.38","2982.88",1
"88223","061311","1.500","13422.00","22372.50","35794.50",12
"88224","019901","1.500","13422.00","27438.00","40860.00",12
"88225","010911","0.125","1118.50","2286.50","3405.00",1
"88226","019901","1.375","12303.50","25151.50","37455.00",11
"88227","010101","0.125","555.63","1864.38","2420.00",1
"88228","090399","0.125","2040.38","154.50","2194.88",1
"88229","090101","0.125","2040.38","154.50","2194.88",1
"88230","090100","0.125","2040.38","154.50","2194.88",1
"88231","090101","0.125","2040.38","154.50","2194.88",1
"88232","090101","0.125","2040.38","154.50","2194.88",1
"88233","090101","0.125","2040.38","154.50","2194.88",1
"88234","090103","0.125","2040.38","154.50","2194.88",1
"88235","090101","0.125","2040.38","154.50","2194.88",1
"88236","090399","1.000","16323.00","1236.00","17559.00",8
"88237","129999","0.250","4080.75","309.00","4389.75",2
"88238","090300","0.375","6121.13","463.50","6584.63",3
"88239","100799","0.125","2040.38","154.50","2194.88",1
"88240","010905","0.125","1118.50","2286.50","3405.00",1
"88241","090101","1.750","28565.25","2163.00","30728.25",14
"88242","090101","1.250","20403.75","1545.00","21948.75",10
"88243","090300","0.625","10201.88","772.50","10974.38",5
"88244","090101","1.375","22444.13","1699.50","24143.63",11
"88245","090100","2.250","36726.75","2781.00","39507.75",18
"88246","090103","1.375","22444.13","1699.50","24143.63",11
"88247","090101","1.875","30605.63","2317.50","32923.13",15
"88248","090101","0.250","4080.75","309.00","4389.75",2
"88249","090101","0.125","2040.38","154.50","2194.88",1
"88250","090101","1.000","16323.00","1236.00","17559.00",8
"88251","090300","0.500","8161.50","618.00","8779.50",4
"88252","090300","0.500","8161.50","618.00","8779.50",4
"88253","089999","0.125","2040.38","154.50","2194.88",1
"88254","090101","1.750","28565.25","2163.00","30728.25",14
"88255","090101","1.750","28565.25","2163.00","30728.25",14
"88256","091519","0.250","1111.25","4573.00","5684.25",2
"88257","091519","0.125","555.63","2286.50","2842.13",1
"88258","091519","0.250","1111.25","4573.00","5684.25",2
"88259","091519","0.250","1111.25","4573.00","5684.25",2
"88260","091519","0.250","1111.25","4573.00","5684.25",2
"88261","091519","0.125","555.63","2286.50","2842.13",1
"88262","091519","0.250","1111.25","4573.00","5684.25",2
"88263","091519","0.125","555.63","2286.50","2842.13",1
"88264","091519","0.250","1111.25","4573.00","5684.25",2
"88265","091519","0.250","1111.25","4573.00","5684.25",2
"88266","090301","0.125","2040.38","154.50","2194.88",1
"88267","100799","0.250","4080.75","309.00","4389.75",2
"88268","100799","0.250","4080.75","309.00","4389.75",2
"88269","100799","0.250","4080.75","309.00","4389.75",2
"88270","100799","0.375","6121.13","463.50","6584.63",3
"88271","090399","0.250","4080.75","309.00","4389.75",2
"88272","090909","0.125","2040.38","154.50","2194.88",1
"88273","090101","0.250","4080.75","309.00","4389.75",2
"88274","090101","0.625","10201.88","772.50","10974.38",5
"88275","090101","0.125","2040.38","154.50","2194.88",1
"88276","090100","0.250","4080.75","309.00","4389.75",2
"88277","090103","0.125","2040.38","154.50","2194.88",1
"88278","090101","0.375","6121.13","463.50","6584.63",3
"88279","090101","0.125","2040.38","154.50","2194.88",1
"88280","090101","0.250","4080.75","309.00","4389.75",2
"88281","100799","0.250","4080.75","309.00","4389.75",2
"88282","100799","0.125","2040.38","154.50","2194.88",1
"88283","100799","0.125","2040.38","154.50","2194.88",1
"88284","100700","0.125","2040.38","154.50","2194.88",1
"88285","100799","0.125","2040.38","154.50","2194.88",1
"88286","091519","0.125","555.63","2286.50","2842.13",1
"88287","091519","0.500","2222.50","9146.00","11368.50",4
"88288","091519","0.250","1111.25","4573.00","5684.25",2
"88289","091519","0.250","1111.25","4573.00","5684.25",2
"88290","091505","0.375","1666.88","6859.50","8526.38",3
"88291","091519","0.500","2222.50","9146.00","11368.50",4
"88292","091519","0.375","1666.88","6859.50","8526.38",3
"88293","091519","0.375","1666.88","6859.50","8526.38",3
"88294","091519","0.750","3333.75","13719.00","17052.75",6
"88295","090399","0.125","2040.38","154.50","2194.88",1
"88296","090301","0.125","2040.38","154.50","2194.88",1
"88297","091519","0.250","1111.25","4573.00","5684.25",2
"88298","091519","0.250","1111.25","4573.00","5684.25",2
"88299","091519","0.375","1666.88","6859.50","8526.38",3
"88300","091519","0.375","1666.88","6859.50","8526.38",3
"88301","091519","0.625","2778.13","11432.50","14210.63",5
"88302","091523","0.125","555.63","1864.38","2420.00",1
"88303","091519","0.500","2222.50","9146.00","11368.50",4
"88304","091519","0.250","1111.25","4573.00","5684.25",2
"88305","091519","0.500","2222.50","9146.00","11368.50",4
"88306","091519","0.500","2222.50","9146.00","11368.50",4
"88307","080505","0.250","4080.75","309.00","4389.75",2
"88308","109999","0.250","2237.00","3728.75","5965.75",2
"88309","089999","0.125","2040.38","154.50","2194.88",1
"88310","129999","0.125","2040.38","154.50","2194.88",1
"88311","129999","0.125","2040.38","154.50","2194.88",1
"88312","129999","0.250","4080.75","309.00","4389.75",2
"88313","099999","0.125","2040.38","154.50","2194.88",1
"88314","090399","0.500","8161.50","618.00","8779.50",4
"88315","080303","0.125","2040.38","154.50","2194.88",1
"88316","080300","0.125","2040.38","154.50","2194.88",1
"88317","100703","0.375","6121.13","463.50","6584.63",3
"88318","080505","0.375","6121.13","463.50","6584.63",3
"88319","090301","0.500","8161.50","618.00","8779.50",4
"88320","100799","0.625","10201.88","772.50","10974.38",5
"88321","100799","0.625","10201.88","772.50","10974.38",5
"88322","100799","0.625","10201.88","772.50","10974.38",5
"88323","090101","0.250","4080.75","309.00","4389.75",2
"88324","100799","0.625","10201.88","772.50","10974.38",5
"88325","020305","0.125","1118.50","1864.38","2982.88",1
"88326","100700","0.250","4080.75","309.00","4389.75",2
"88327","100799","0.750","12242.25","927.00","13169.25",6
"88328","090999","0.250","4080.75","309.00","4389.75",2
"88329","090907","0.125","2040.38","154.50","2194.88",1
"88330","090909","0.250","4080.75","309.00","4389.75",2
"88331","090999","0.250","4080.75","309.00","4389.75",2
"88332","090907","0.125","2040.38","154.50","2194.88",1
"88333","090999","0.125","2040.38","154.50","2194.88",1
"88334","090901","0.250","4080.75","309.00","4389.75",2
"88335","090999","0.250","4080.75","309.00","4389.75",2
"88336","090901","0.250","4080.75","309.00","4389.75",2
"88337","090900","0.125","2040.38","154.50","2194.88",1
"88338","090901","0.875","14282.63","1081.50","15364.13",7
"88339","090900","0.875","14282.63","1081.50","15364.13",7
"88340","090909","0.125","2040.38","154.50","2194.88",1
"88341","090911","0.500","8161.50","618.00","8779.50",4
"88342","090999","0.250","4080.75","309.00","4389.75",2
"88343","090999","0.625","10201.88","772.50","10974.38",5
"88344","090999","0.125","2040.38","154.50","2194.88",1
"88345","090909","0.250","4080.75","309.00","4389.75",2
"88346","090901","0.250","4080.75","309.00","4389.75",2
"88347","090900","0.875","14282.63","1081.50","15364.13",7
"88348","090901","0.750","12242.25","927.00","13169.25",6
"88349","090909","0.125","2040.38","154.50","2194.88",1
"88350","090909","1.000","16323.00","1236.00","17559.00",8
"88351","090909","0.125","2040.38","154.50","2194.88",1
"88352","091900","1.875","30605.63","2317.50","32923.13",15
"88353","090900","0.125","2040.38","154.50","2194.88",1
"88354","090900","3.500","57130.50","4326.00","61456.50",28
"88355","090900","9.000","146907.00","11124.00","158031.00",72
"88356","090909","3.000","48969.00","3708.00","52677.00",24
"88357","090911","0.125","2040.38","154.50","2194.88",1
"88358","090900","2.250","36726.75","2781.00","39507.75",18
"88359","090907","7.500","122422.50","9270.00","131692.50",60
"88360","090900","2.250","36726.75","2781.00","39507.75",18
"88361","090901","3.500","57130.50","4326.00","61456.50",28
"88362","090913","8.000","130584.00","9888.00","140472.00",64
"88363","090900","1.750","28565.25","2163.00","30728.25",14
"88364","090903","19.750","322379.25","24411.00","346790.25",158
"88365","090901","19.625","320338.88","24256.50","344595.38",157
"88366","090901","21.500","350944.50","26574.00","377518.50",172
"88367","090900","20.375","332581.13","25183.50","357764.63",163
"88368","090901","7.500","122422.50","9270.00","131692.50",60
"88369","090901","6.625","108139.88","8188.50","116328.38",53
"88370","090909","2.250","36726.75","2781.00","39507.75",18
"88371","090909","0.625","10201.88","772.50","10974.38",5
"88372","090909","9.375","153028.13","11587.50","164615.63",75
"88373","090905","7.000","114261.00","8652.00","122913.00",56
"88374","090900","17.000","277491.00","21012.00","298503.00",136
"88375","090913","21.875","357065.63","27037.50","384103.13",175
"88376","090999","8.250","134664.75","10197.00","144861.75",66
"88377","090999","3.125","51009.38","3862.50","54871.88",25
"88378","090909","1.250","20403.75","1545.00","21948.75",10
"88379","090900","5.625","91816.88","6952.50","98769.38",45
"88380","090909","2.250","36726.75","2781.00","39507.75",18
"88381","090905","20.375","332581.13","25183.50","357764.63",163
"88382","090901","21.500","350944.50","26574.00","377518.50",172
"88383","090900","20.250","330540.75","25029.00","355569.75",162
"88384","091103","5.500","89776.50","6798.00","96574.50",44
"88385","090900","19.625","320338.88","24256.50","344595.38",157
"88386","090900","23.875","389711.63","29509.50","419221.13",191
"88387","090999","0.063","1028.35","77.87","1106.22",1
"88388","090913","4.000","65292.00","4944.00","70236.00",32
"88389","090999","6.500","106099.50","8034.00","114133.50",52
"88390","090911","0.125","2040.38","154.50","2194.88",1
"88391","090900","2.750","44888.25","3399.00","48287.25",22
"88392","090999","7.000","114261.00","8652.00","122913.00",56
"88393","090900","20.750","338702.25","25647.00","364349.25",166
"88394","090901","20.375","332581.13","25183.50","357764.63",163
"88395","090901","21.000","342783.00","25956.00","368739.00",168
"88396","090909","3.375","55090.13","4171.50","59261.63",27
"88397","090999","2.625","42847.88","3244.50","46092.38",21
"88398","090909","1.875","30605.63","2317.50","32923.13",15
"88399","090907","7.125","116301.38","8806.50","125107.88",57
"88400","090900","21.625","352984.88","26728.50","379713.38",173
"88401","090999","20.500","334621.50","25338.00","359959.50",164
"88402","090900","0.125","2040.38","154.50","2194.88",1
"88403","090900","0.875","14282.63","1081.50","15364.13",7
"88404","090900","0.125","2040.38","154.50","2194.88",1
"88405","090999","4.625","75493.88","5716.50","81210.38",37
"88406","090999","0.063","1028.35","77.87","1106.22",1
"88407","090900","19.750","322379.25","24411.00","346790.25",158
"88408","090900","0.375","6121.13","463.50","6584.63",3
"88409","091103","0.125","2040.38","154.50","2194.88",1
"88410","090999","0.125","2040.38","154.50","2194.88",1
"88411","090901","0.125","2040.38","154.50","2194.88",1
"88412","090907","0.125","2040.38","154.50","2194.88",1
"88413","090909","0.125","2040.38","154.50","2194.88",1
"88414","090900","0.125","2040.38","154.50","2194.88",1
"88415","090999","0.125","2040.38","154.50","2194.88",1
"88416","129999","0.250","4080.75","309.00","4389.75",2
"88417","090909","0.250","4080.75","309.00","4389.75",2
"88418","090909","0.125","2040.38","154.50","2194.88",1
"88419","090909","0.125","2040.38","154.50","2194.88",1
"88420","090909","0.375","6121.13","463.50","6584.63",3
"88421","090900","0.500","8161.50","618.00","8779.50",4
"88422","090909","0.125","2040.38","154.50","2194.88",1
"88423","090909","0.375","6121.13","463.50","6584.63",3
"88424","090909","0.250","4080.75","309.00","4389.75",2
"88425","090909","0.250","4080.75","309.00","4389.75",2
"88426","090900","0.125","2040.38","154.50","2194.88",1
"88427","090900","0.125","2040.38","154.50","2194.88",1
"88428","090399","0.125","2040.38","154.50","2194.88",1
"88429","129999","0.125","2040.38","154.50","2194.88",1
"88430","090909","0.250","4080.75","309.00","4389.75",2
"88431","090300","0.125","2040.38","154.50","2194.88",1
"88432","090909","0.500","8161.50","618.00","8779.50",4
"88433","090909","0.500","8161.50","618.00","8779.50",4
"88434","090900","0.375","6121.13","463.50","6584.63",3
"88435","090999","0.125","2040.38","154.50","2194.88",1
"88436","010905","0.125","1118.50","2286.50","3405.00",1
"88437","090101","0.875","14282.63","1081.50","15364.13",7
"88438","090101","0.375","6121.13","463.50","6584.63",3
"88439","090101","0.250","4080.75","309.00","4389.75",2
"88440","090100","0.750","12242.25","927.00","13169.25",6
"88441","090909","0.500","8161.50","618.00","8779.50",4
"88442","090999","0.250","4080.75","309.00","4389.75",2
"88443","090999","0.250","4080.75","309.00","4389.75",2
"88444","090103","0.375","6121.13","463.50","6584.63",3
"88445","090101","0.500","8161.50","618.00","8779.50",4
"88446","090101","0.250","4080.75","309.00","4389.75",2
"88447","090300","0.125","2040.38","154.50","2194.88",1
"88448","090909","0.750","12242.25","927.00","13169.25",6
"88449","090999","0.125","2040.38","154.50","2194.88",1
"88450","090909","0.125","2040.38","154.50","2194.88",1
"88451","090900","0.125","2040.38","154.50","2194.88",1
"88452","050900","0.125","1118.50","2286.50","3405.00",1
"88453","090101","0.625","10201.88","772.50","10974.38",5
"88454","090101","1.000","16323.00","1236.00","17559.00",8
"88455","040101","0.125","1118.50","1864.38","2982.88",1
"88456","020305","0.125","1118.50","1864.38","2982.88",1
"88457","039999","0.125","1118.50","2286.50","3405.00",1
"88458","020305","0.250","2237.00","3728.75","5965.75",2
"88459","039999","0.250","2237.00","4573.00","6810.00",2
"88460","030303","0.125","1118.50","2286.50","3405.00",1
"88461","030303","0.125","1118.50","2286.50","3405.00",1
"88462","030903","0.125","1118.50","2286.50","3405.00",1
"88463","030900","0.125","1118.50","2286.50","3405.00",1
"88464","020100","0.125","1118.50","1864.38","2982.88",1
"88465","030901","0.125","1118.50","2286.50","3405.00",1
"88466","020305","0.250","2237.00","3728.75","5965.75",2
"88467","030900","0.125","1118.50","2286.50","3405.00",1
"88468","020305","0.250","2237.00","3728.75","5965.75",2
"88469","039999","0.125","1118.50","2286.50","3405.00",1
"88470","030913","0.125","1118.50","2286.50","3405.00",1
"88471","020303","1.375","12303.50","20508.13","32811.63",11
"88472","020103","1.750","15659.00","26101.25","41760.25",14
"88473","020305","1.375","12303.50","20508.13","32811.63",11
"88474","020119","0.375","3355.50","5593.13","8948.63",3
"88475","020300","0.750","6711.00","11186.25","17897.25",6
"88476","020300","0.750","6711.00","11186.25","17897.25",6
"88477","020119","0.625","5592.50","9321.88","14914.38",5
"88478","020103","0.250","2237.00","3728.75","5965.75",2
"88479","039999","1.375","12303.50","25151.50","37455.00",11
"88480","020103","1.750","15659.00","26101.25","41760.25",14
"88481","029901","2.250","20133.00","33558.75","53691.75",18
"88482","020100","0.875","7829.50","13050.63","20880.13",7
"88483","020303","1.125","10066.50","16779.38","26845.88",9
"88484","020300","0.750","6711.00","11186.25","17897.25",6
"88485","010103","0.500","2222.50","7457.50","9680.00",4
"88486","020100","1.375","12303.50","20508.13","32811.63",11
"88487","030799","0.125","1118.50","2286.50","3405.00",1
"88488","020103","1.250","11185.00","18643.75","29828.75",10
"88489","020199","0.875","7829.50","13050.63","20880.13",7
"88490","031305","0.125","1118.50","2286.50","3405.00",1
"88491","020103","0.500","4474.00","7457.50","11931.50",4
"88492","020113","1.250","11185.00","18643.75","29828.75",10
"88493","020119","0.625","5592.50","9321.88","14914.38",5
"88494","020103","0.875","7829.50","13050.63","20880.13",7
"88495","031199","0.125","1118.50","2286.50","3405.00",1
"88496","020305","1.250","11185.00","18643.75","29828.75",10
"88497","020300","0.875","7829.50","13050.63","20880.13",7
"88498","020303","0.125","1118.50","1864.38","2982.88",1
"88499","010500","0.125","1118.50","2286.50","3405.00",1
"88500","020305","2.000","17896.00","29830.00","47726.00",16
"88501","031301","3.000","26844.00","54876.00","81720.00",24
"88502","030701","11.625","104020.50","212644.50","316665.00",93
"88503","031303","1.875","16777.50","34297.50","51075.00",15
"88504","030303","2.375","21251.50","43443.50","64695.00",19
"88505","039999","2.625","23488.50","48016.50","71505.00",21
"88506","030913","3.875","34673.50","70881.50","105555.00",31
"88507","020119","0.250","2237.00","3728.75","5965.75",2
"88508","010301","0.125","1118.50","2286.50","3405.00",1
"88509","030911","2.125","19014.50","38870.50","57885.00",17
"88510","010103","0.750","3333.75","11186.25","14520.00",6
"88511","080309","0.125","2040.38","154.50","2194.88",1
"88512","030701","9.375","83887.50","171487.50","255375.00",75
"88513","039999","1.000","8948.00","18292.00","27240.00",8
"88514","080505","0.375","6121.13","463.50","6584.63",3
"88515","039999","0.375","3355.50","6859.50","10215.00",3
"88516","039900","2.375","21251.50","43443.50","64695.00",19
"88517","020111","0.125","1118.50","1864.38","2982.88",1
"88518","030701","10.875","97309.50","198925.50","296235.00",87
"88519","030701","0.750","6711.00","13719.00","20430.00",6
"88520","030701","9.375","83887.50","171487.50","255375.00",75
"88521","030301","5.875","52569.50","107465.50","160035.00",47
"88522","039999","23.625","211396.50","432148.50","643545.00",189
"88523","020199","0.250","2237.00","3728.75","5965.75",2
"88524","020119","1.750","15659.00","26101.25","41760.25",14
"88525","020103","1.250","11185.00","18643.75","29828.75",10
"88526","039999","11.250","100665.00","205785.00","306450.00",90
"88527","039999","32.250","288573.00","589917.00","878490.00",258
"88528","030303","2.125","19014.50","38870.50","57885.00",17
"88529","030303","1.875","16777.50","34297.50","51075.00",15
"88530","010301","0.125","1118.50","2286.50","3405.00",1
"88531","020305","1.750","15659.00","26101.25","41760.25",14
"88532","039999","0.375","3355.50","6859.50","10215.00",3
"88533","039999","23.375","209159.50","427575.50","636735.00",187
"88534","010101","0.375","1666.88","5593.13","7260.00",3
"88535","030303","2.125","19014.50","38870.50","57885.00",17
"88536","030303","2.250","20133.00","41157.00","61290.00",18
"88537","030303","2.250","20133.00","41157.00","61290.00",18
"88538","080101","0.500","8161.50","618.00","8779.50",4
"88539","010101","0.125","555.63","1864.38","2420.00",1
"88540","010101","0.125","555.63","1864.38","2420.00",1
"88541","080300","0.375","6121.13","463.50","6584.63",3
"88542","030701","11.125","99546.50","203498.50","303045.00",89
"88543","010301","0.375","3355.50","6859.50","10215.00",3
"88544","010909","0.750","6711.00","13719.00","20430.00",6
"88545","039900","2.250","20133.00","41157.00","61290.00",18
"88546","010909","0.625","5592.50","11432.50","17025.00",5
"88547","031300","5.500","49214.00","100606.00","149820.00",44
"88548","080300","0.625","10201.88","772.50","10974.38",5
"88549","030301","3.375","30199.50","61735.50","91935.00",27
"88550","091901","1.375","22444.13","1699.50","24143.63",11
"88551","020119","1.875","16777.50","27965.63","44743.13",15
"88552","020100","0.750","6711.00","11186.25","17897.25",6
"88553","020303","0.125","1118.50","1864.38","2982.88",1
"88554","020300","1.625","14540.50","24236.88","38777.38",13
"88555","080309","0.125","2040.38","154.50","2194.88",1
"88556","030701","9.375","83887.50","171487.50","255375.00",75
"88557","080303","1.000","16323.00","1236.00","17559.00",8
"88558","080307","1.125","18363.38","1390.50","19753.88",9
"88559","030903","4.500","40266.00","82314.00","122580.00",36
"88560","030903","1.875","16777.50","34297.50","51075.00",15
"88561","010101","22.375","99456.88","333723.13","433180.00",179
"88562","030900","4.125","36910.50","75454.50","112365.00",33
"88563","031300","2.750","24607.00","50303.00","74910.00",22
"88564","020100","1.875","16777.50","27965.63","44743.13",15
"88565","031303","0.250","2237.00","4573.00","6810.00",2
"88566","039903","1.625","14540.50","29724.50","44265.00",13
"88567","039901","1.625","14540.50","29724.50","44265.00",13
"88568","030301","2.750","24607.00","50303.00","74910.00",22
"88569","039999","0.500","4474.00","9146.00","13620.00",4
"88570","039903","1.375","12303.50","25151.50","37455.00",11
"88571","039903","2.000","17896.00","36584.00","54480.00",16
"88572","039903","1.875","16777.50","34297.50","51075.00",15
"88573","030301","0.250","2237.00","4573.00","6810.00",2
"88574","030911","0.375","3355.50","6859.50","10215.00",3
"88575","039901","2.125","19014.50","38870.50","57885.00",17
"88576","010711","3.000","26844.00","54876.00","81720.00",24
"88577","031301","0.375","3355.50","6859.50","10215.00",3
"88578","031303","5.750","51451.00","105179.00","156630.00",46
"88579","031303","1.625","14540.50","29724.50","44265.00",13
"88580","031300","5.500","49214.00","100606.00","149820.00",44
"88581","030301","3.250","29081.00","59449.00","88530.00",26
"88582","030301","1.375","12303.50","25151.50","37455.00",11
"88583","030305","0.375","3355.50","6859.50","10215.00",3
"88584","030911","0.375","3355.50","6859.50","10215.00",3
"88585","039901","0.250","2237.00","4573.00","6810.00",2
"88586","031303","0.750","6711.00","13719.00","20430.00",6
"88587","031305","0.250","2237.00","4573.00","6810.00",2
"88588","031301","0.250","2237.00","4573.00","6810.00",2
"88589","030301","0.125","1118.50","2286.50","3405.00",1
"88590","031305","0.500","4474.00","9146.00","13620.00",4
"88591","039901","0.125","1118.50","2286.50","3405.00",1
"88592","030301","2.375","21251.50","43443.50","64695.00",19
"88593","030301","3.375","30199.50","61735.50","91935.00",27
"88594","030301","5.000","44740.00","91460.00","136200.00",40
"88595","039903","1.625","14540.50","29724.50","44265.00",13
"88596","039901","1.500","13422.00","27438.00","40860.00",12
"88597","039901","1.500","13422.00","27438.00","40860.00",12
"88598","031303","0.250","2237.00","4573.00","6810.00",2
"88599","030903","0.375","3355.50","6859.50","10215.00",3
"88600","030301","0.250","2237.00","4573.00","6810.00",2
"88601","030301","0.250","2237.00","4573.00","6810.00",2
"88602","030799","33.125","296402.50","605922.50","902325.00",265
"88603","030911","4.875","43621.50","89173.50","132795.00",39
"88604","030900","5.875","52569.50","107465.50","160035.00",47
"88605","030903","7.125","63754.50","130330.50","194085.00",57
"88606","030901","2.500","22370.00","45730.00","68100.00",20
"88607","031307","7.000","62636.00","128044.00","190680.00",56
"88608","031301","7.000","62636.00","128044.00","190680.00",56
"88609","031303","1.500","13422.00","27438.00","40860.00",12
"88610","020113","0.625","5592.50","9321.88","14914.38",5
"88611","020305","1.750","15659.00","26101.25","41760.25",14
"88612","030907","5.625","50332.50","102892.50","153225.00",45
"88613","080307","0.875","14282.63","1081.50","15364.13",7
"88614","069903","2.000","32646.00","2472.00","35118.00",16
"88615","019901","2.000","17896.00","36584.00","54480.00",16
"88616","031305","1.625","14540.50","29724.50","44265.00",13
"88617","030900","0.250","2237.00","4573.00","6810.00",2
"88618","030301","0.250","2237.00","4573.00","6810.00",2
"88619","031303","0.375","3355.50","6859.50","10215.00",3
"88620","069903","0.125","2040.38","154.50","2194.88",1
"88621","039901","5.625","50332.50","102892.50","153225.00",45
"88622","039901","0.375","3355.50","6859.50","10215.00",3
"88623","030900","3.125","27962.50","57162.50","85125.00",25
"88624","031303","0.250","2237.00","4573.00","6810.00",2
"88625","031301","7.500","67110.00","137190.00","204300.00",60
"88626","031301","6.750","60399.00","123471.00","183870.00",54
"88627","031307","1.500","13422.00","27438.00","40860.00",12
"88628","031303","1.750","15659.00","32011.00","47670.00",14
"88629","019901","2.625","23488.50","48016.50","71505.00",21
"88630","030301","5.375","48095.50","98319.50","146415.00",43
"88631","030301","3.125","27962.50","57162.50","85125.00",25
