"row_id","course_type_broad_name","funding_group_name","unit_level","unit_primary_foe_code","unit_primary_foe_detailed_name","unit_primary_foe_narrow_name","unit_primary_foe_broad_name","eftsl_2024"
"7760","Postgraduate Coursework","Domestic - C'wealth Supported","5","129999","Mixed Field Programmes Not Elsewhere Classified","Other Mixed Field Programmes","Mixed Field Programmes","0.125"
"7761","Postgraduate Coursework","Domestic - C'wealth Supported","5","129999","Mixed Field Programmes Not Elsewhere Classified","Other Mixed Field Programmes","Mixed Field Programmes","0.250"
"7762","Postgraduate Coursework","Domestic - C'wealth Supported","3","099999","Society And Culture Not Elsewhere Classified","Other Society And Culture","Society And Culture","0.125"
"7763","Postgraduate Coursework","Domestic - C'wealth Supported","5","090399","Studies In Human Society Not Elsewhere Classified","Studies In Human Society","Society And Culture","0.500"
"7764","Postgraduate Coursework","Domestic - C'wealth Supported","5","080303","Human Resource Management","Business And Management","Management And Commerce","0.125"
"7765","Postgraduate Coursework","Domestic - C'wealth Supported","5","080300","Business And Management","Business And Management","Management And Commerce","0.125"
"7766","Postgraduate Coursework","Domestic - C'wealth Supported","5","100703","Journalism","Communication And Media Studies","Creative Arts","0.375"
"7767","Postgraduate Coursework","Domestic - C'wealth Supported","5","080505","Marketing","Sales And Marketing","Management And Commerce","0.375"
"7768","Postgraduate Coursework","Domestic - C'wealth Supported","5","090301","Sociology","Studies In Human Society","Society And Culture","0.500"
"7769","Postgraduate Coursework","Domestic - C'wealth Supported","5","100799","Communication And Media Studies Not Elsewhere Classified","Communication And Media Studies","Creative Arts","0.625"
"7770","Postgraduate Coursework","Domestic - C'wealth Supported","5","100799","Communication And Media Studies Not Elsewhere Classified","Communication And Media Studies","Creative Arts","0.625"
"7771","Postgraduate Coursework","Domestic - C'wealth Supported","5","100799","Communication And Media Studies Not Elsewhere Classified","Communication And Media Studies","Creative Arts","0.625"
"7772","Postgraduate Coursework","Domestic - C'wealth Supported","5","090101","Political Science","Political Science And Policy Studies","Society And Culture","0.250"
"7773","Postgraduate Coursework","Domestic - C'wealth Supported","5","100799","Communication And Media Studies Not Elsewhere Classified","Communication And Media Studies","Creative Arts","0.625"
"7774","Postgraduate Coursework","Domestic - C'wealth Supported","5","090599","Human Welfare Studies And Services Not Elsewhere Classified","Human Welfare Studies And Services","Society And Culture","0.125"
"7775","Postgraduate Coursework","Domestic - C'wealth Supported","5","020305","Systems Analysis And Design","Information Systems","Information Technology","0.125"
"7776","Postgraduate Coursework","Domestic - C'wealth Supported","5","100700","Communication And Media Studies","Communication And Media Studies","Creative Arts","0.250"
"7777","Postgraduate Coursework","Domestic - C'wealth Supported","5","100799","Communication And Media Studies Not Elsewhere Classified","Communication And Media Studies","Creative Arts","0.750"
"7779","Postgraduate Coursework","Domestic - C'wealth Supported","5","090999","Law Not Elsewhere Classified","Law","Society And Culture","0.250"
"7780","Undergraduate","Domestic - C'wealth Supported","5","090907","Family Law","Law","Society And Culture","0.125"
"7781","Undergraduate","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","0.250"
"7782","Undergraduate","Domestic - C'wealth Supported","5","090999","Law Not Elsewhere Classified","Law","Society And Culture","0.250"
"7783","Undergraduate","Domestic - C'wealth Supported","5","090907","Family Law","Law","Society And Culture","0.125"
"7784","Undergraduate","Domestic - C'wealth Supported","5","090999","Law Not Elsewhere Classified","Law","Society And Culture","0.125"
"7785","Postgraduate Coursework","Domestic - C'wealth Supported","5","090901","Business And Commercial Law","Law","Society And Culture","0.250"
"7786","Postgraduate Coursework","Domestic - C'wealth Supported","5","090999","Law Not Elsewhere Classified","Law","Society And Culture","0.250"
"7787","Postgraduate Coursework","Domestic - C'wealth Supported","5","090901","Business And Commercial Law","Law","Society And Culture","0.250"
"7788","Postgraduate Coursework","Domestic - C'wealth Supported","5","090900","Law","Law","Society And Culture","0.125"
"7789","Postgraduate Coursework","Domestic - C'wealth Supported","5","090901","Business And Commercial Law","Law","Society And Culture","0.875"
"7790","Postgraduate Coursework","Domestic - C'wealth Supported","5","090900","Law","Law","Society And Culture","0.875"
"7791","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","0.125"
"7792","Postgraduate Coursework","Domestic - C'wealth Supported","5","090911","Taxation Law","Law","Society And Culture","0.500"
"7793","Postgraduate Coursework","Domestic - C'wealth Supported","5","090999","Law Not Elsewhere Classified","Law","Society And Culture","0.250"
"7794","Postgraduate Coursework","Domestic - C'wealth Supported","5","090999","Law Not Elsewhere Classified","Law","Society And Culture","0.625"
"7795","Postgraduate Coursework","Domestic - C'wealth Supported","4","090999","Law Not Elsewhere Classified","Law","Society And Culture","0.125"
"7796","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","0.250"
"7797","Postgraduate Coursework","Domestic - C'wealth Supported","5","090901","Business And Commercial Law","Law","Society And Culture","0.250"
"7798","Postgraduate Coursework","Domestic - C'wealth Supported","5","090900","Law","Law","Society And Culture","0.875"
"7799","Postgraduate Coursework","Domestic - C'wealth Supported","5","090901","Business And Commercial Law","Law","Society And Culture","0.750"
"7800","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","0.125"
"7801","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","1.000"
"7802","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","0.125"
"7803","Postgraduate Coursework","Domestic - C'wealth Supported","0","091900","Economics And Econometrics","Economics And Econometrics","Society And Culture","1.875"
"7804","Postgraduate Coursework","Domestic - C'wealth Supported","0","090900","Law","Law","Society And Culture","0.125"
"7805","Postgraduate Coursework","Domestic - C'wealth Supported","0","090900","Law","Law","Society And Culture","3.500"
"7806","Postgraduate Coursework","Domestic - C'wealth Supported","5","090900","Law","Law","Society And Culture","9.000"
"7807","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","3.000"
"7808","Postgraduate Coursework","Domestic - C'wealth Supported","5","090911","Taxation Law","Law","Society And Culture","0.125"
"7809","Postgraduate Coursework","Domestic - C'wealth Supported","5","090900","Law","Law","Society And Culture","2.250"
"7810","Postgraduate Coursework","Domestic - C'wealth Supported","5","090907","Family Law","Law","Society And Culture","7.500"
"7811","Postgraduate Coursework","Domestic - C'wealth Supported","5","090900","Law","Law","Society And Culture","2.250"
"7812","Postgraduate Coursework","Domestic - C'wealth Supported","5","090901","Business And Commercial Law","Law","Society And Culture","3.500"
"7813","Postgraduate Coursework","Domestic - C'wealth Supported","5","090913","Legal Practice","Law","Society And Culture","8.000"
"7814","Postgraduate Coursework","Domestic - C'wealth Supported","5","090900","Law","Law","Society And Culture","1.750"
"7815","Postgraduate Coursework","Domestic - C'wealth Supported","5","090903","Constitutional Law","Law","Society And Culture","19.750"
"7816","Postgraduate Coursework","Domestic - C'wealth Supported","5","090901","Business And Commercial Law","Law","Society And Culture","19.625"
"7817","Postgraduate Coursework","Domestic - C'wealth Supported","5","090901","Business And Commercial Law","Law","Society And Culture","21.500"
"7818","Postgraduate Coursework","Domestic - C'wealth Supported","5","090900","Law","Law","Society And Culture","20.375"
"7819","Postgraduate Coursework","Domestic - C'wealth Supported","5","090901","Business And Commercial Law","Law","Society And Culture","7.500"
"7820","Postgraduate Coursework","Domestic - C'wealth Supported","5","090901","Business And Commercial Law","Law","Society And Culture","6.625"
"7821","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","2.250"
"7822","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","0.625"
"7823","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","9.375"
"7824","Postgraduate Coursework","Domestic - C'wealth Supported","5","090905","Criminal Law","Law","Society And Culture","7.000"
"7825","Postgraduate Coursework","Domestic - C'wealth Supported","5","090900","Law","Law","Society And Culture","17.000"
"7826","Postgraduate Coursework","Domestic - C'wealth Supported","5","090913","Legal Practice","Law","Society And Culture","21.875"
"7827","Postgraduate Coursework","Domestic - C'wealth Supported","5","090999","Law Not Elsewhere Classified","Law","Society And Culture","8.250"
"7828","Postgraduate Coursework","Domestic - C'wealth Supported","5","090999","Law Not Elsewhere Classified","Law","Society And Culture","3.125"
"7829","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","1.250"
"7830","Postgraduate Coursework","Domestic - C'wealth Supported","5","090900","Law","Law","Society And Culture","5.625"
"7831","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","2.250"
"7832","Postgraduate Coursework","Domestic - C'wealth Supported","4","090905","Criminal Law","Law","Society And Culture","20.375"
"7833","Postgraduate Coursework","Domestic - C'wealth Supported","4","090901","Business And Commercial Law","Law","Society And Culture","21.500"
"7834","Postgraduate Coursework","Domestic - C'wealth Supported","4","090900","Law","Law","Society And Culture","20.250"
"7835","Postgraduate Coursework","Domestic - C'wealth Supported","5","091103","Legal Studies","Justice And Law Enforcement","Society And Culture","5.500"
"7836","Postgraduate Coursework","Domestic - C'wealth Supported","4","090900","Law","Law","Society And Culture","19.625"
"7837","Postgraduate Coursework","Domestic - C'wealth Supported","4","090900","Law","Law","Society And Culture","23.875"
"7838","Postgraduate Coursework","Domestic - C'wealth Supported","5","090999","Law Not Elsewhere Classified","Law","Society And Culture","0.063"
"7839","Postgraduate Coursework","Domestic - C'wealth Supported","5","090913","Legal Practice","Law","Society And Culture","4.000"
"7840","Postgraduate Coursework","Domestic - C'wealth Supported","5","090999","Law Not Elsewhere Classified","Law","Society And Culture","6.500"
"7841","Postgraduate Coursework","Domestic - C'wealth Supported","5","090911","Taxation Law","Law","Society And Culture","0.125"
"7842","Postgraduate Coursework","Domestic - C'wealth Supported","5","090900","Law","Law","Society And Culture","2.750"
"7843","Postgraduate Coursework","Domestic - C'wealth Supported","5","090999","Law Not Elsewhere Classified","Law","Society And Culture","7.000"
"7844","Postgraduate Coursework","Domestic - C'wealth Supported","4","090900","Law","Law","Society And Culture","20.750"
"7845","Postgraduate Coursework","Domestic - C'wealth Supported","4","090901","Business And Commercial Law","Law","Society And Culture","20.375"
"7846","Postgraduate Coursework","Domestic - C'wealth Supported","5","090901","Business And Commercial Law","Law","Society And Culture","21.000"
"7847","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","3.375"
"7848","Postgraduate Coursework","Domestic - C'wealth Supported","5","090999","Law Not Elsewhere Classified","Law","Society And Culture","2.625"
"7849","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","1.875"
"7850","Postgraduate Coursework","Domestic - C'wealth Supported","5","090599","Human Welfare Studies And Services Not Elsewhere Classified","Human Welfare Studies And Services","Society And Culture","2.625"
"7851","Postgraduate Coursework","Domestic - C'wealth Supported","5","090907","Family Law","Law","Society And Culture","7.125"
"7852","Postgraduate Coursework","Domestic - C'wealth Supported","5","090900","Law","Law","Society And Culture","21.625"
"7853","Postgraduate Coursework","Domestic - C'wealth Supported","5","090999","Law Not Elsewhere Classified","Law","Society And Culture","20.500"
"7854","Postgraduate Coursework","Domestic - C'wealth Supported","5","090900","Law","Law","Society And Culture","0.125"
"7855","Postgraduate Coursework","Domestic - C'wealth Supported","5","090900","Law","Law","Society And Culture","0.875"
"7856","Postgraduate Coursework","Domestic - C'wealth Supported","5","090900","Law","Law","Society And Culture","0.125"
"7857","Postgraduate Coursework","Domestic - C'wealth Supported","5","090999","Law Not Elsewhere Classified","Law","Society And Culture","4.625"
"7858","Postgraduate Coursework","Domestic - C'wealth Supported","5","090999","Law Not Elsewhere Classified","Law","Society And Culture","0.063"
"7859","Postgraduate Coursework","Domestic - C'wealth Supported","4","090900","Law","Law","Society And Culture","19.750"
"7860","Postgraduate Coursework","Domestic - C'wealth Supported","5","090900","Law","Law","Society And Culture","0.375"
"7861","Undergraduate","Domestic - C'wealth Supported","5","091103","Legal Studies","Justice And Law Enforcement","Society And Culture","0.125"
"7862","Undergraduate","Domestic - C'wealth Supported","5","090999","Law Not Elsewhere Classified","Law","Society And Culture","0.125"
"7863","Undergraduate","Domestic - C'wealth Supported","5","090901","Business And Commercial Law","Law","Society And Culture","0.125"
"7864","Undergraduate","Domestic - C'wealth Supported","5","090907","Family Law","Law","Society And Culture","0.125"
"7865","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","0.125"
"7866","Postgraduate Coursework","Domestic - C'wealth Supported","5","090900","Law","Law","Society And Culture","0.125"
"7867","Postgraduate Coursework","Domestic - C'wealth Supported","5","090999","Law Not Elsewhere Classified","Law","Society And Culture","0.125"
"7868","Postgraduate Coursework","Domestic - C'wealth Supported","5","129999","Mixed Field Programmes Not Elsewhere Classified","Other Mixed Field Programmes","Mixed Field Programmes","0.250"
"7869","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","0.250"
"7870","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","0.125"
"7871","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","0.125"
"7872","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","0.375"
"7873","Postgraduate Coursework","Domestic - C'wealth Supported","5","090900","Law","Law","Society And Culture","0.500"
"7874","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","0.125"
"7875","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","0.375"
"7876","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","0.250"
"7877","Postgraduate Coursework","Domestic - C'wealth Supported","5","090599","Human Welfare Studies And Services Not Elsewhere Classified","Human Welfare Studies And Services","Society And Culture","0.125"
"7878","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","0.250"
"7879","Postgraduate Coursework","Domestic - C'wealth Supported","5","090900","Law","Law","Society And Culture","0.125"
"7880","Postgraduate Coursework","Domestic - C'wealth Supported","5","090900","Law","Law","Society And Culture","0.125"
"7881","Postgraduate Coursework","Domestic - C'wealth Supported","5","090399","Studies In Human Society Not Elsewhere Classified","Studies In Human Society","Society And Culture","0.125"
"7882","Postgraduate Coursework","Domestic - C'wealth Supported","5","129999","Mixed Field Programmes Not Elsewhere Classified","Other Mixed Field Programmes","Mixed Field Programmes","0.125"
"7883","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","0.250"
"7884","Postgraduate Coursework","Domestic - C'wealth Supported","4","090300","Studies In Human Society","Studies In Human Society","Society And Culture","0.125"
"7885","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","0.500"
"7886","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","0.500"
"7887","Postgraduate Coursework","Domestic - C'wealth Supported","5","090900","Law","Law","Society And Culture","0.375"
"7888","Postgraduate Coursework","Domestic - C'wealth Supported","5","090999","Law Not Elsewhere Classified","Law","Society And Culture","0.125"
"7889","Postgraduate Coursework","Domestic - C'wealth Supported","5","010905","Ecology And Evolution","Biological Sciences","Natural And Physical Sciences","0.125"
"7890","Postgraduate Coursework","Domestic - C'wealth Supported","5","090101","Political Science","Political Science And Policy Studies","Society And Culture","0.875"
"7891","Postgraduate Coursework","Domestic - C'wealth Supported","5","090101","Political Science","Political Science And Policy Studies","Society And Culture","0.375"
"7892","Postgraduate Coursework","Domestic - C'wealth Supported","5","090101","Political Science","Political Science And Policy Studies","Society And Culture","0.250"
"7893","Postgraduate Coursework","Domestic - C'wealth Supported","5","090100","Political Science And Policy Studies","Political Science And Policy Studies","Society And Culture","0.750"
"7894","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","0.500"
"7895","Postgraduate Coursework","Domestic - C'wealth Supported","5","090999","Law Not Elsewhere Classified","Law","Society And Culture","0.250"
"7896","Postgraduate Coursework","Domestic - C'wealth Supported","5","090999","Law Not Elsewhere Classified","Law","Society And Culture","0.250"
"7897","Postgraduate Coursework","Domestic - C'wealth Supported","5","090103","Policy Studies","Political Science And Policy Studies","Society And Culture","0.375"
"7898","Postgraduate Coursework","Domestic - C'wealth Supported","5","090101","Political Science","Political Science And Policy Studies","Society And Culture","0.500"
"7899","Postgraduate Coursework","Domestic - C'wealth Supported","5","090101","Political Science","Political Science And Policy Studies","Society And Culture","0.250"
"7900","Postgraduate Coursework","Domestic - C'wealth Supported","5","090300","Studies In Human Society","Studies In Human Society","Society And Culture","0.125"
"7901","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","0.750"
"7902","Postgraduate Coursework","Domestic - C'wealth Supported","5","090999","Law Not Elsewhere Classified","Law","Society And Culture","0.125"
"7903","Postgraduate Coursework","Domestic - C'wealth Supported","5","090909","International Law","Law","Society And Culture","0.125"
"7904","Postgraduate Coursework","Domestic - C'wealth Supported","5","090900","Law","Law","Society And Culture","0.125"
"7905","Postgraduate Coursework","Domestic - C'wealth Supported","5","050900","Environmental Studies","Environmental Studies","Agriculture  Environmental And Related Studies","0.125"
"7906","Postgraduate Coursework","Domestic - C'wealth Supported","5","090101","Political Science","Political Science And Policy Studies","Society And Culture","0.625"
"7907","Postgraduate Coursework","Domestic - C'wealth Supported","5","090101","Political Science","Political Science And Policy Studies","Society And Culture","1.000"
"7908","Undergraduate","Domestic - C'wealth Supported","1","040101","Architecture","Architecture And Urban Environment","Architecture And Building","0.125"
"7909","Postgraduate Coursework","Domestic - C'wealth Supported","4","020305","Systems Analysis And Design","Information Systems","Information Technology","0.125"
"7910","Postgraduate Coursework","Domestic - C'wealth Supported","5","039999","Engineering And Related Technologies Not Elsewhere Classifie","Other Engineering And Related Technologies","Engineering And Related Technologies","0.125"
"7911","Postgraduate Coursework","Domestic - C'wealth Supported","5","020305","Systems Analysis And Design","Information Systems","Information Technology","0.250"
"7912","Postgraduate Coursework","Domestic - C'wealth Supported","5","039999","Engineering And Related Technologies Not Elsewhere Classifie","Other Engineering And Related Technologies","Engineering And Related Technologies","0.250"
"7913","Postgraduate Coursework","Domestic - C'wealth Supported","5","030303","Mining Engineering","Process And Resources Engineering","Engineering And Related Technologies","0.125"
"7914","Postgraduate Coursework","Domestic - C'wealth Supported","5","030303","Mining Engineering","Process And Resources Engineering","Engineering And Related Technologies","0.125"
"7915","Postgraduate Coursework","Domestic - C'wealth Supported","4","030903","Structural Engineering","Civil Engineering","Engineering And Related Technologies","0.125"
"7916","Postgraduate Coursework","Domestic - C'wealth Supported","5","030900","Civil Engineering","Civil Engineering","Engineering And Related Technologies","0.125"
"7917","Postgraduate Coursework","Domestic - C'wealth Supported","5","020100","Computer Science","Computer Science","Information Technology","0.125"
"7918","Postgraduate Coursework","Domestic - C'wealth Supported","5","030901","Construction Engineering","Civil Engineering","Engineering And Related Technologies","0.125"
"7919","Postgraduate Coursework","Domestic - C'wealth Supported","5","020305","Systems Analysis And Design","Information Systems","Information Technology","0.250"
"7920","Postgraduate Coursework","Domestic - C'wealth Supported","5","030900","Civil Engineering","Civil Engineering","Engineering And Related Technologies","0.125"
"7921","Postgraduate Coursework","Domestic - C'wealth Supported","5","020305","Systems Analysis And Design","Information Systems","Information Technology","0.250"
"7922","Postgraduate Coursework","Domestic - C'wealth Supported","5","039999","Engineering And Related Technologies Not Elsewhere Classifie","Other Engineering And Related Technologies","Engineering And Related Technologies","0.125"
"7923","Postgraduate Coursework","Domestic - C'wealth Supported","5","030913","Ocean Engineering","Civil Engineering","Engineering And Related Technologies","0.125"
"7924","Postgraduate Coursework","Domestic - C'wealth Supported","1","020303","Database Management","Information Systems","Information Technology","1.375"
"7925","Postgraduate Coursework","Domestic - C'wealth Supported","5","020103","Programming","Computer Science","Information Technology","1.750"
"7926","Postgraduate Coursework","Domestic - C'wealth Supported","4","020305","Systems Analysis And Design","Information Systems","Information Technology","1.375"
"7927","Postgraduate Coursework","Domestic - C'wealth Supported","5","020119","Artificial Intelligence","Computer Science","Information Technology","0.375"
"7928","Postgraduate Coursework","Domestic - C'wealth Supported","5","020300","Information Systems","Information Systems","Information Technology","0.750"
"7929","Postgraduate Coursework","Domestic - C'wealth Supported","5","020300","Information Systems","Information Systems","Information Technology","0.750"
"7930","Postgraduate Coursework","Domestic - C'wealth Supported","4","020119","Artificial Intelligence","Computer Science","Information Technology","0.625"
"7931","Postgraduate Coursework","Domestic - C'wealth Supported","5","020103","Programming","Computer Science","Information Technology","0.250"
"7932","Postgraduate Coursework","Domestic - C'wealth Supported","5","039999","Engineering And Related Technologies Not Elsewhere Classifie","Other Engineering And Related Technologies","Engineering And Related Technologies","1.375"
"7933","Postgraduate Coursework","Domestic - C'wealth Supported","4","020103","Programming","Computer Science","Information Technology","1.750"
"7934","Postgraduate Coursework","Domestic - C'wealth Supported","1","029901","Security Science","Other Information Technology","Information Technology","2.250"
"7935","Postgraduate Coursework","Domestic - C'wealth Supported","4","020100","Computer Science","Computer Science","Information Technology","0.875"
"7936","Postgraduate Coursework","Domestic - C'wealth Supported","5","020303","Database Management","Information Systems","Information Technology","1.125"
"7937","Postgraduate Coursework","Domestic - C'wealth Supported","5","020300","Information Systems","Information Systems","Information Technology","0.750"
"7938","Postgraduate Coursework","Domestic - C'wealth Supported","5","010103","Statistics","Mathematical Sciences","Natural And Physical Sciences","0.500"
"7939","Postgraduate Coursework","Domestic - C'wealth Supported","5","020100","Computer Science","Computer Science","Information Technology","1.375"
"7940","Postgraduate Coursework","Domestic - C'wealth Supported","5","030799","Mechanical And Industrial Engineering And Technology Not Els","Mechanical And Industrial Engineering And Technology","Engineering And Related Technologies","0.125"
"7941","Postgraduate Coursework","Domestic - C'wealth Supported","1","020103","Programming","Computer Science","Information Technology","1.250"
"7942","Postgraduate Coursework","Domestic - C'wealth Supported","5","020199","Computer Science Not Elsewhere Classified","Computer Science","Information Technology","0.875"
"7943","Postgraduate Coursework","Domestic - C'wealth Supported","4","031305","Computer Engineering","Electrical And Electronic Engineering And Technology","Engineering And Related Technologies","0.125"
"7944","Postgraduate Coursework","Domestic - C'wealth Supported","2","020103","Programming","Computer Science","Information Technology","0.500"
"7945","Postgraduate Coursework","Domestic - C'wealth Supported","5","090599","Human Welfare Studies And Services Not Elsewhere Classified","Human Welfare Studies And Services","Society And Culture","0.125"
"7946","Postgraduate Coursework","Domestic - C'wealth Supported","5","020113","Networks And Communications","Computer Science","Information Technology","1.250"
"7947","Postgraduate Coursework","Domestic - C'wealth Supported","4","020119","Artificial Intelligence","Computer Science","Information Technology","0.625"
"7948","Postgraduate Coursework","Domestic - C'wealth Supported","2","020103","Programming","Computer Science","Information Technology","0.875"
"7949","Postgraduate Coursework","Domestic - C'wealth Supported","4","031199","Geomatic Engineering Not Elsewhere Classified","Geomatic Engineering","Engineering And Related Technologies","0.125"
"7950","Postgraduate Coursework","Domestic - C'wealth Supported","5","020305","Systems Analysis And Design","Information Systems","Information Technology","1.250"
"7951","Postgraduate Coursework","Domestic - C'wealth Supported","4","020300","Information Systems","Information Systems","Information Technology","0.875"
"7952","Postgraduate Coursework","Domestic - C'wealth Supported","1","020303","Database Management","Information Systems","Information Technology","0.125"
"7953","Postgraduate Coursework","Domestic - C'wealth Supported","1","010500","Chemical Sciences","Chemical Sciences","Natural And Physical Sciences","0.125"
"7954","Postgraduate Coursework","Domestic - C'wealth Supported","4","020305","Systems Analysis And Design","Information Systems","Information Technology","2.000"
"7955","Postgraduate Coursework","Domestic - C'wealth Supported","5","031301","Electrical Engineering","Electrical And Electronic Engineering And Technology","Engineering And Related Technologies","3.000"
"7956","Postgraduate Coursework","Domestic - C'wealth Supported","4","030701","Mechanical Engineering","Mechanical And Industrial Engineering And Technology","Engineering And Related Technologies","11.625"
"7957","Postgraduate Coursework","Domestic - C'wealth Supported","5","031303","Electronic Engineering","Electrical And Electronic Engineering And Technology","Engineering And Related Technologies","1.875"
"7958","Postgraduate Coursework","Domestic - C'wealth Supported","4","030303","Mining Engineering","Process And Resources Engineering","Engineering And Related Technologies","2.375"
"7959","Postgraduate Coursework","Domestic - C'wealth Supported","4","039999","Engineering And Related Technologies Not Elsewhere Classifie","Other Engineering And Related Technologies","Engineering And Related Technologies","2.625"
"7960","Postgraduate Coursework","Domestic - C'wealth Supported","5","030913","Ocean Engineering","Civil Engineering","Engineering And Related Technologies","3.875"
"7961","Postgraduate Coursework","Domestic - C'wealth Supported","5","020119","Artificial Intelligence","Computer Science","Information Technology","0.250"
"7962","Postgraduate Coursework","Domestic - C'wealth Supported","1","010301","Physics","Physics And Astronomy","Natural And Physical Sciences","0.125"
"7963","Postgraduate Coursework","Domestic - C'wealth Supported","5","030911","Geotechnical Engineering","Civil Engineering","Engineering And Related Technologies","2.125"
"7964","Postgraduate Coursework","Domestic - C'wealth Supported","5","010103","Statistics","Mathematical Sciences","Natural And Physical Sciences","0.750"
"7965","Postgraduate Coursework","Domestic - C'wealth Supported","5","080309","Industrial Relations","Business And Management","Management And Commerce","0.125"
"7966","Postgraduate Coursework","Domestic - C'wealth Supported","4","030701","Mechanical Engineering","Mechanical And Industrial Engineering And Technology","Engineering And Related Technologies","9.375"
"7967","Postgraduate Coursework","Domestic - C'wealth Supported","0","039999","Engineering And Related Technologies Not Elsewhere Classifie","Other Engineering And Related Technologies","Engineering And Related Technologies","1.000"
"7968","Postgraduate Coursework","Domestic - C'wealth Supported","5","080505","Marketing","Sales And Marketing","Management And Commerce","0.375"
"7969","Postgraduate Coursework","Domestic - C'wealth Supported","1","039999","Engineering And Related Technologies Not Elsewhere Classifie","Other Engineering And Related Technologies","Engineering And Related Technologies","0.375"
"7970","Postgraduate Coursework","Domestic - C'wealth Supported","5","039900","Other Engineering And Related Technologies","Other Engineering And Related Technologies","Engineering And Related Technologies","2.375"
"7971","Postgraduate Coursework","Domestic - C'wealth Supported","2","020111","Data Structures","Computer Science","Information Technology","0.125"
"7972","Postgraduate Coursework","Domestic - C'wealth Supported","4","030701","Mechanical Engineering","Mechanical And Industrial Engineering And Technology","Engineering And Related Technologies","10.875"
"7973","Postgraduate Coursework","Domestic - C'wealth Supported","5","030701","Mechanical Engineering","Mechanical And Industrial Engineering And Technology","Engineering And Related Technologies","0.750"
"7974","Postgraduate Coursework","Domestic - C'wealth Supported","5","030701","Mechanical Engineering","Mechanical And Industrial Engineering And Technology","Engineering And Related Technologies","9.375"
"7975","Postgraduate Coursework","Domestic - C'wealth Supported","5","030301","Chemical Engineering","Process And Resources Engineering","Engineering And Related Technologies","5.875"
"7976","Postgraduate Coursework","Domestic - C'wealth Supported","4","039999","Engineering And Related Technologies Not Elsewhere Classifie","Other Engineering And Related Technologies","Engineering And Related Technologies","23.625"
"7977","Postgraduate Coursework","Domestic - C'wealth Supported","3","020199","Computer Science Not Elsewhere Classified","Computer Science","Information Technology","0.250"
"7978","Postgraduate Coursework","Domestic - C'wealth Supported","4","020119","Artificial Intelligence","Computer Science","Information Technology","1.750"
"7979","Postgraduate Coursework","Domestic - C'wealth Supported","5","020103","Programming","Computer Science","Information Technology","1.250"
"7980","Postgraduate Coursework","Domestic - C'wealth Supported","5","039999","Engineering And Related Technologies Not Elsewhere Classifie","Other Engineering And Related Technologies","Engineering And Related Technologies","11.250"
"7981","Postgraduate Coursework","Domestic - C'wealth Supported","5","039999","Engineering And Related Technologies Not Elsewhere Classifie","Other Engineering And Related Technologies","Engineering And Related Technologies","32.250"
"7982","Postgraduate Coursework","Domestic - C'wealth Supported","4","030303","Mining Engineering","Process And Resources Engineering","Engineering And Related Technologies","2.125"
